HANZI,PINYIN,DEF1,TIPO1,DEF2,TIPO2,LECCION,NUM
,JIÀNGUÓMÉN,lugar en Beijing,NP,,,18,25
,MÉN,"puerta, entrada",NOM,,,18,26
,LÙ,línea (de autobús) / camino,NOM,,,18,27
,GŌNGGÒNGQÌCHĒ,autobús público,NOM,,,18,28
,GŌNGGÒNG,público,ADJ,,,18,29
,QÌCHĒ,automóvil,NOM,,,18,30
,CHĒ,vehículo,NOM,,,18,31
,JĪNGGUÒ,"pasar, atravesar, pasar por",VER,,,18,32
,HǍOXIÀNG,parecer,VER,,,18,33
,XIÀNG,parecer,VER,,,18,34
,ZÁNMEN,nosotros,PRO,,,18,35
,SHÒUPIÀOYUÁN,vendedor de boletos / conductor,NOM,,,18,36
,PIÀO,"boleto, entrada",NOM,,,18,37
,DÀJIĀ,"todos, todo el mundo",PRO,,,18,38
,LǏBIAN,"adentro, interior",NOM,,,18,39
,BIAN,lado,NOM,,,18,40
,ZHÀN,"estación, parada",NOM,,,18,41
,CHÉNGKÈ,pasajero,NOM,,,18,42
,CHÉNG,"viajar, tomar",VER,,,18,43
,KÈ,"visitante, invitado",NOM,,,18,44
,DÌTIĚ,metro,NOM,,,18,45
,FÀNGXĪN,"tranquilizarse, relajarse",V+O,,,18,46
,ZĀOGĀO,"desastre, muy malo",ADJ,,,18,47
,QIÁNMÉN,lugar en Beijing ,NP,,,18,48
,ZHŌNGGUÓHUÀ,pintura tradicional china,NOM,,,19,1
,HUÀ,pintar,VER,"cuadro, pintura",NOM,19,2
,HUÀR,"cuadro, pintura",NOM,,,19,3
,YÓUHUÀ,pintura al óleo,NOM,,,19,4
,YÓU,aceite,NOM,,,19,5
,YÍYÀNG,mismo,ADJ,,,19,6
,KĀIMÉN,abrir la puerta / abrir negocio,V+O,,,19,7
,GUĀNMÉN,cerrar la puerta / cerrar negocio,V+O,,,19,8
,MĚISHÙGUǍN,galería de arte,NOM,,,19,9
,LǍO,"viejo, con experiencia",ADJ,,,19,10
,HUÀJIĀ,"pintor, artista",NOM,,,19,11
,JIĀ,especialista,NOM,,,19,12
,BÙGǍNDĀNG,(respuesta de modestia ante un cumplido),FH,,,19,13
,ÀIHÀO,"gustar, tener algo como hobby",VER,hobby,NOM,19,14
,CHÀNGGĒ,cantar (una canción),VER,,,19,15
,CHÀNG,cantar,VER,,,19,16
,MǍMǍHŪHŪ,"regular, mediocre",ADJ,,,19,17
,MǍHU,"descuidado, casual",ADJ,,,19,18
,HǓ,tigre,NOM,,,19,19
,FÚ,"clasificador de cuadros, pinturas, etc.",CLA,,,19,20
,XÚ BĒIHÓNG,nombre de un famoso pintor chino,NP,,,19,21
,DIÀNTĪ,ascensor,NOM,,,19,22
,KĀI WÁNXIÀO,hacer una broma,V+O,,,19,23
,CÁILIÀO,material,NOM,,,19,24
,ZHǏ,papel,NOM,,,19,25
,BÙ,tela,NOM,,,19,26
,ZHǓYÀO,principal,ADJ,,,19,27
,MÒ,tinta china,NOM,,,19,28
,YÓUCǍI,pintura / maquillaje teatral,NOM,,,19,29
,BIÉDE,otro,PRO,,,19,30
,KÒNGBÁI,espacio en blanco ,NOM,,,19,31
,ZHǏ,solamente,ADV,,,19,32
,PǏ,clasificador de caballos,CLA,,,19,33
,XIǍNGXIÀNG,imaginar,VER,imaginación,NOM,19,34
,PǍO,correr,VER,,,19,35
,TĀ,él (para animales) / eso (para cosas),PRO,,,19,36
,FĒNG,viento,NOM,,,19,37
,XIĀ,camarón,NOM,,,19,38
,YÓU,nadar,VER,,,19,39
,QÍ BÁISHÍ,nombre de un pintor chino,NP,,,19,40
新年,XĪNNIÁN,Año nuevo,NOM,,,20,1
火锅,HUǑGUŌ,olla caliente,NOM,,,20,2
火,HUǑ,"fuego, calor",NOM,,,20,3
锅,GUŌ,olla,NOM,,,20,4
饭馆,FÀNGUǍN,restaurante,NOM,,,20,5
因为,YĪNWÈI,porque,CON,,,20,6
所以,SUǑYǏ,"así, por eso",CON,,,20,7
爱,ÀI,amar,VER,amor,NOM,20,8
涮羊肉,SHUÀN YÁNGRÒU,loncha fina de cordero en agua hirviendo,NOM,,,20,9
涮,SHUÀN,"remojar, revolver (comida, ropa, piso, etc.)",VER,,,20,10
羊,YÁNG,oveja,NOM,,,20,11
肉,RÒU,carne,NOM,,,20,12
热,RÈ,caliente,ADJ,,,20,13
开车,KĀICHĒ,conducir un coche,V+O,,,20,14
开,KĀI,conducir,VER,abierto,ADJ,20,15
郊区,JIĀOQŪ,"suburbios, alrededores",NOM,,,20,16
或者,HUÒZHĚ,o,CON,,,20,17
音乐会,YĪNYUÈHUÌ,concierto,NOM,,,20,18
化妆,HUÀZHUĀNG,ponerse maquillaje,V+O,,,20,19
化,HUÀ,cambiar,VER,,,20,20
妆,ZHUĀNG,maquillaje,NOM,,,20,21
正式,ZHÈNGSHÌ,formal,ADJ,,,20,22
日常 ,RÌCHÁNG,"normal, diario, cotidiano",ADJ,,,20,23
民乐,MÍNYUÈ,música popular,NOM,,,20,24
西方,XĪFĀNG,Oeste,NOM,occidental,ADJ,20,25
民族,MÍNZÚ,"nacionalidad, etnia",NOM,,,20,26
国籍,GUÓJÍ,"nacionalidad, ciudadanía",NOM,,,20,27
乐器,YUÈQÌ,instrumento musical,NOM,,,20,28
演奏,YǍNZÒU,dar una actuación musical,VER,,,20,29
演,YǍN,"tocar, interpretar",VER,,,20,30
奏,ZÒU,tocar un instrumento musical,VER,,,20,31
习惯,XÍGUÀN,estar acostumbrado,VER,"costumbre, hábito",NOM,20,32
乐曲,YUÈQǓ,composición musical,NOM,,,20,33
曲,QǓ,"tono, melodía, canción",NOM,,,20,34
出租车,CHŪZŪCHĒ,taxi,NOM,,,20,35
出租,CHŪZŪ,alquilar,VER,,,20,36
路上,LÙSHANG,sobre el camino,NOM,,,20,37
花儿,HUĀR,flores,NOM,,,20,38
过去,GUÒQÙ,pasado,NOM,,,20,39
照相机,ZHÀOXIÀNGJĪ,cámara de fotos,NOM,,,20,40
照相,ZHÀOXIÀNG,tomar una foto,V+O,,,20,41
机器,JĪQÌ,máquina,NOM,,,20,42
旁边,PÁNGBIĀN,al lado,NOM,,,20,43
出发,CHŪFĀ,"partir, salir",VER,,,20,44
篇,PIĀN,clasificador de artículos,CLA,,,20,45
文章,WÉNZHĀNG,"publicación, ensayo, artículo",NOM,,,20,46
恭喜,GŌNGXǏ,felicitaciones,FH,,,20,47
火车,HUǑCHĒ,tren,NOM,,,20,48
又,YÒU,"de nuevo, otra vez",ADV,,,20,49
着急,ZHÁOJÍ,estar nervioso/ansioso,V+O,"nervioso, ansioso",ADJ,20,50
春江花月夜,CHŪN JIĀNG HUĀ YUÈ YÈ,nombre de un famoso musical tradicional chino,NP,,,20,51
春,CHŪN,primavera,NOM,,,20,52
江,JIĀNG,río,NOM,,,20,53
月,YUÈ,luna,NOM,,,20,54
夜,YÈ,noche,NOM,,,20,55
小学,XIǍOXUÉ,escuela primaria,NOM,,,20sup,1
学校,XUÉXIÀO,escuela,NOM,,,20sup,2
辆,LIÀNG,clasificador de vehículos (terrestres),CLA,,,20sup,3
音乐厅,YĪNYUÈTĪNG,recinto de concierto,NOM,,,20sup,4
幸福,XÌNGFÚ,feliz,ADJ,,,20sup,5
万事如意,WÀNSHÌRÚYÌ,todo va a tu manera,FH,,,20sup,6
条,TIÁO,clasificador de objetos largos,CLA,,,20sup,7
蛇,SHÉ,serpiente,NOM,,,20sup,8
最,ZUÌ,extremo (máximo o mínimo),ADV,,,20sup,9
添,TIĀN,añadir,VER,,,20sup,10
脚,JIǍO,pie,NOM,,,20sup,11
完,WÁN,terminar,VER,,,20sup,12
多余,DUŌYÚ,"redundante, innecesario",ADJ,,,20sup,13
足,ZÚ,pie,NOM,,,20sup,14
队员,DUÌYUÁN,miembro del equipo,NOM,,,21,1
队,DUÌ,equipo,NOM,,,21,2
不同,BÙTÓNG,diferente,ADJ,,,21,3
国家,GUÓJIĀ,"país, nación, estado",NOM,,,21,4
赢,YÍNG,ganar,VER,,,21,5
输,SHŪ,perder,VER,,,21,6
平,PÍNG,empatar,VER,,,21,7
场,CHǍNG,"clasificador para deportes, películas, representaciones",CLA,,,21,8
足球,ZÚQIÚ,fútbol,NOM,,,21,9
足,ZÚ,pie,NOM,,,21,10
球,QIÚ,pelota,NOM,,,21,11
比赛,BǏSÀI,"partido, competición",NOM,"jugar un partido, competir",VER,21,12
赛,SÀI,"partido, juego, competición, concurso",NOM,competir,VER,21,13
同学,TÓNGXUÉ,compañero de clase,NOM,,,21,14
同事,TÓNGSHÌ,compañero de trabajo,NOM,,,21,15
记者,JÌZHĚ,periodista,NOM,,,21,16
大学生,DÀXUÉSHĒNG,universitario,NOM,,,21,17
学校,XUÉXIÀO,"escuela, institución educativa",NOM,,,21,18
水平,SHUǏPÍNG,nivel,NOM,,,21,19
教练,JIÀOLIÀN,"entrenador, instructor",NOM,,,21,20
去年,QÙNIÁN,año pasado,NOM,,,21,21
明年,MÍNGNIÁN,año próximo,NOM,,,21,22
以后,YǏHÒU,"después, más tarde",NOM,,,21,23
提高,TÍGĀO,"mejorar, aumentar, elevar",VER,,,21,24
提,TÍ,elevar,VER,,,21,25
踢,TĪ,"patear, dar una patada",VER,,,21,26
左边,ZUǑBIAN,lado izquierdo,NOM,,,21,27
右边,YÒUBIAN,lado derecho,NOM,,,21,28
上边,SHÀNGBIAN,"encima, encima de",NOM,,,21,29
下边,XIÀBIAN,"debajo, debajo de",NOM,,,21,30
前边,QIÁNBIAN,"delante, enfrente",NOM,,,21,31
后边,HÒUBIAN,"atrás, detrás",NOM,,,21,32
北边,BĚIBIAN,Norte,NOM,,,21,33
东边,DŌNGBIAN,Este,NOM,,,21,34
南边,NÁNBIAN,Sur,NOM,,,21,35
西边,XĪBIAN,Oeste,NOM,,,21,36
离,LÍ,separar,PRE,,,21,37
距离,JÙLÍ,distancia,NOM,distar,VER,21,38
离开,LÍKĀI,"dejar, irse, alejarse de",VER,,,21,39
离婚,LÍHŪN,divorciarse,V+O,,,21,40
分手,FĒNSHǑU,terminar (relación),VER,,,21,41
区,QŪ,"distrito, sección, área, región",NOM,,,21,42
远,YUǍN,lejano,ADJ,,,21,43
近,JÌN,cercano,ADJ,,,21,44
花园小区,HUĀYUÁN XIǍOQŪ,barrio jardín,NP,,,21,45
花园,HUĀYUÁN,jardín,NOM,,,21,46
车站,CHĒZHÀN,parada de autobús,NOM,,,21,47
拐,GUǍI,"doblar, girar",VER,,,21,48
书店,SHŪDIÀN,librería,NOM,,,21,49
平方米,PÍNGFĀNGMǏ,metro cuadrado,CLA,,,21,50
平方,PÍNGFĀNG,cuadrado (de una cantidad),CLA,,,21,51
米,MǏ,metro,CLA,arroz,NOM,21,52
卫生间,WÈISHĒNGJIĀN,cuarto de baño,NOM,,,21,53
卫生,WÈISHĒNG,"higiene, salud, sanidad",NOM,"higiénico, sanitario",ADJ,21,54
客厅,KÈTĪNG,"living, sala de estar",NOM,,,21,55
卧室,WÒSHÌ,dormitorio,NOM,,,21,56
卧,WÒ,acostarse,VER,,,21,57
阳台,YÁNGTÁI,balcón,NOM,,,21,58
里边,LǏBIAN,"interior, adentro",NOM,,,21,59
外边,WÀIBIAN,"exterior, afuera",NOM,,,21,60
过,GUO,(indica una experiencia pasada),PTV,,,22,1
越剧,YUÈJÙ,ópera de Shaoxing,NOM,,,22,2
剧,JÙ,"ópera, obra dramática, obra de teatro",NOM,,,22,3
虽然,SUĪRÁN,aunque,CON,,,22,4
但是,DÀNSHÌ,"pero, mientras, todavía, aún, sin embargo",CON,,,22,5
剧团,JÙTUÁN,"compañía de ópera, grupo de teatro",NOM,,,22,6
地方戏,DÌFĀNGXÌ,ópera regional,NOM,,,22,7
戏,XÌ,"drama, obra, función, espectáculo",NOM,,,22,8
上演,SHÀNGYǍN,"representar, interpretar",VER,,,22,9
演,YǍN,"actuar, representar, interpretar",VER,,,22,10
古典,GǓDIǍN,clásico,ADJ,,,22,11
小说,XIǍOSHUŌ,"novela, ficción",NOM,,,22,12
遍,BIÀN,número de veces (de acción),CLA,,,22,13
部,BÙ,"clasificador de películas, piezas de literatura",CLA,,,22,14
爱情,ÀIQÍNG,amor,NOM,,,22,15
故事,GÙSHI,"historia, cuento",NOM,,,22,16
讲,JIǍNG,"contar (una historia, cuento)",VER,,,22,17
感人,GǍNRÉN,"conmovedor, emotivo",ADJ,,,22,18
座位,ZUÒWÈI,asiento,NOM,,,22,19
排,PÁI,"línea, fila",NOM,,,22,20
打的,DǍDĪ,tomar un taxi,V+O,,,22,21
打车,DǍCHĒ,tomar un taxi,V+O,,,22,22
见,JIÀN,"ver, encontrarse con",VER,,,22,23
长安大戏院,CHÁNGĀN DÀ XÌYUÀN,teatro de Changan,NP,,,22,24
戏院,XÌYUÀN,teatro,NOM,,,22,25
红楼梦,HÓNGLÓU MÈNG,famosa novela china,NP,,,22,26
梦,MÈNG,sueño,NOM,soñar,VER,22,27
梦想,MÈNGXIǍNG,"esperanza, ilusión",NOM,"esperanzar, ilusionar",VER,22,28
困,KÙN,soñolento,ADJ,estar con sueño,VER,22,29
从来,CÓNGLÁI,"desde el principio, siempre",ADV,,,22,30
这么,ZHÈME,"tan, tal, así",PRO,,,22,31
主角,ZHǓJUÉ,"protagonista, actor o actriz principal",NOM,,,22,32
主演,ZHǓYǍN,"protagonista, actor o actriz principal",NOM,,,22,33
特别,TÈBIÉ,"especial, particular",ADJ,,,22,34
优美,YŌUMĚI,"elegante, fino, exquisito",ADJ,,,22,35
风格,FĒNGGÉ,"estilo, manera, modo",NOM,,,22,36
以前,YǏQIÁN,"antes, previamente, antiguamente",NOM,,,22,37
演员,YǍNYUÁN,actor o actriz,NOM,,,22,38
角色,JUÉSÈ,"papel, rol, personaje",NOM,,,22,39
种类,ZHǑNGLÈI,"clase, tipo, variedad",NOM,,,22,40
种,ZHǑNG,"especie, clase, tipo",CLA,,,22,41
地方,DÌFANG,"lugar, región, área",NOM,,,22,42
访问,FǍNGWÈN,"visitar, pasar a ver",VER,,,22,43
参观,CĀNGUĀN,visitar,VER,,,22,44
有的,YǑUDE,algunos/as,PRO,,,22,45
难,NÁN,"difícil, complicado, duro",ADJ,,,22,46
容易,RÓNGYÌ,"fácil, accesible",ADJ,,,22,47
简单,JIǍNDĀN,"simple, sencillo",ADJ,,,22,48
研究,YÁNJIŪ,"estudiar, investigar",VER,,,22sup,1
顿,DÙN,clasificador para comidas,CLA,,,22sup,2
便饭,BIÀNFÀN,comida fácil / ordinaria,NOM,,,22sup,3
太太,TÀITAI,"esposa, señora",NOM,,,22sup,4
不怎么样,BÙ ZĚNMEYÀNG,no tan bien,FH,,,22sup,5
悲伤,BĒISHĀNG,"triste, apenado",ADJ,,,22sup,6
聪明,CŌNGMING,"inteligente, brillante",ADJ,,,22sup,7
诗,SHĪ,"poema, poesía",NOM,,,22sup,8
相爱,XIĀNGÀI,enamorarse,VER,,,22sup,9
骗,PIÀN,"estafar, engañar",VER,,,22sup,10
结婚,JIÉHŪN,casarse,V+O,,,22sup,11
骗,LÍHŪN,divorciarse,V+O,,,22sup,12
哭,KŪ,llorar,VER,,,22sup,13
笑,XIÀO,"reír, sonreír",VER,,,22sup,14
死,SǏ,"morir, estar muerto",VER,,,22sup,15
回忆,HUÍYÌ,"recordar, rememorar",VER,,,22sup,16
爬,PÁ,"escalar, arrastrarse",VER,,,23,1
放假,FÀNGJIÀ,tener vacaciones,V+O,,,23,2
假,JIÀ,vacaciones,NOM,,,23,3
请假,QǏNGJIÀ,pedir días libres / vacaciones,V+O,,,23,4
高,GĀO,alto,ADJ,,,23,5
低,DĪ,bajo,ADJ,,,23,6
打算,DǍSUAN,plan,NOM,planificar,VER,23,7
提,TÍ,llevar en la mano,VER,,,23,8
抗,KÁNG,cargar en la espalda,VER,,,23,9
背,BĒI,llevar en la espalda,VER,,,23,10
飞机,FĒIJĪ,avión,NOM,,,23,11
飞,FĒI,volar,VER,,,23,12
机器,JĪQÌ,"máquina, aparato",NOM,,,23,13
山,SHĀN,montaña,NOM,,,23,14
顶,DǏNG,cima,NOM,,,23,15
教书,JIĀOSHŪ,enseñar / dar clase,V+O,,,23,16
教学,JIĀOXUÉ,enseñar / dar clase,V+O,,,23,17
上课,SHÀNGKÈ,asistir a clase / dar clase,V+O,,,23,18
气温,QÌWĒN,temperatura (ambiental),NOM,,,23,19
建议,JIÀNYÌ,"propuesta, sugerencia",NOM,"proponer, sugerir",VER,23,20
景色,JǏNGSÈ,"paisaje, vista, panorama",NOM,,,23,21
景,JǏNG,"paisaje, vista",NOM,,,23,22
色,SÈ,"paisaje, vista",NOM,,,23,23
全景,QUÁNJǏNG,vista panorámica,NOM,,,23,24
远景,YUǍNJǏNG,vista lejana / long shot,NOM,,,23,25
近景,JÌNJǏNG,vista cercana / close shot,NOM,,,23,26
春天,CHŪNTIĀN,primavera,NOM,,,23,27
夏天,XIÀTIĀN,verano,NOM,,,23,28
秋天,QIŪTIĀN,otoño,NOM,,,23,29
冬天,DŌNGTIĀN,invierno,NOM,,,23,30
游泳,YÓUYǑNG,nadar,V+O,,,23,31
导游,DǍOYÓU,guía turístico,NOM,,,23,32
导,DǍO,guiar,VER,,,23,33
游,YÓU,"viajar, recorrer",VER,,,23,34
行,XÍNG,“ok” / “dale”,FH,,,23,35
长城,CHÁNGCHÉNG,Gran muralla china,NP,,,23,36
泰山,TÀISHĀN,Monte Taishan,NP,,,23,37
海南岛,HǍINÁN DǍO,Isla Hainan,NP,,,23,38
岛,DǍO,isla,NOM,,,23,39
孔子,KǑNGZǏ,Confucio,NP,,,23,40
小燕子,XIǍOYÀNZI,“Pequeña golondrina” (canción de cuna),NP,,,23,41
加油,JIĀYÓU,animar,V+O,,,23,42
加,JIĀ,"añadir, aumentar",VER,,,23,43
累,LÈI,cansado,ADJ,,,23,44
条,TIÁO,clas. para cosas largas,CLA,,,23,45
龙,LÓNG,dragón,NOM,,,23,46
拍,PĀI,"dar una palmada, tomar",VER,,,23,47
零下,LÍNGXIÀ,bajo cero,NOM,,,23,48
阴天,YĪNTIĀN,cielo nublado,NOM,,,23,49
晴天,QÍNGTIĀN,cielo soleado,NOM,,,23,50
下雪,XIÀXUĚ,nevar,V+O,,,23,51
下雨,XIÀYǓ,llover,V+O,,,23,52
度,DÙ,grados,CLA,,,23,53
帮忙,BĀNGMÁNG,ayudar,V+O,,,23,54
帮,BĀNG,"ayudar, auxiliar",VER,,,23,55
站,ZHÀN,estar de pie,VER,,,23,56
起,QǏ,levantar(se),VER,,,23,57
广州,GUǍNGZHŌU,Guangzhou (ciudad),NP,,,23,58
天气 预报,TIĀNQÌ YÙBÀO,pronóstico del tiempo,NOM,,,23sup,1
中国 民航,ZHŌNGGUÓ MÍNHÁNG,aviación civil china,NP,,,23sup,2
起飞,QǏFĒI,despegar,VER,,,23sup,3
停车场,TÍNGCHĒCHǍNG,estacionamiento,NOM,,,23sup,4
菜单,CÀIDĀN,menú,NOM,,,23sup,5
渴,KĚ,sediento,ADJ,sed,NOM,23sup,6
饿,È,hambriento,ADJ,hambre,NOM,23sup,7
熊,XIÓNG,oso,NOM,,,23sup,8
熊猫,XIÓNGMĀO,oso panda,NOM,,,23sup,9
害怕,HÀIPÀ,temer,VER,miedo,NOM,23sup,10
棵,KĒ,clas. para árboles,CLA,,,23sup,11
树,SHÙ,árbol,NOM,,,23sup,12
死,SǏ,morir,VER,,,23sup,13
装,ZHUĀNG,"fingir, aparentar, simular",VER,,,23sup,14
动,DÒNG,mover(se),VER,movimiento,NOM,23sup,15
